Isolate_rep,Area_pix,Area_cm,Length_pix,Length_cm,Set,Isolate,Rep,Set2,Species
V-MNSO2_2-64_R1,70267,5.13,7171.96,61.3,Set_2-2,V-MNSO2_2-64,R1,Set_2,Pythiogeton sp.
V-MNSO2_2-64_R1,107678,7.87,12462.38,106.52,Set_2-2,V-MNSO2_2-64,R1,Set_2,Pythiogeton sp.
V-MNSO2_2-64_R1,67848,4.96,6561.2,56.08,Set_2-2,V-MNSO2_2-64,R1,Set_2,Pythiogeton sp.
V-MNSO2_2-64_R1,65310,4.77,6886.67,58.86,Set_2-2,V-MNSO2_2-64,R1,Set_2,Pythiogeton sp.
V-MNSO2_2-64_R1,86577,6.32,9391.47,80.27,Set_2-2,V-MNSO2_2-64,R1,Set_2,Pythiogeton sp.
V-MNSO2_2-64_R2,111347,8.13,13672.32,116.86,Set_2-2,V-MNSO2_2-64,R2,Set_2,Pythiogeton sp.
V-MNSO2_2-64_R2,65625,4.79,6797.84,58.1,Set_2-2,V-MNSO2_2-64,R2,Set_2,Pythiogeton sp.
V-MNSO2_2-64_R2,10563,0.77,1130.41,9.66,Set_2-2,V-MNSO2_2-64,R2,Set_2,Pythiogeton sp.
V-MNSO2_2-64_R2,3329,0.24,404.72,3.46,Set_2-2,V-MNSO2_2-64,R2,Set_2,Pythiogeton sp.
V-MNSO2_2-64_R2,792,0.06,43.66,0.37,Set_2-2,V-MNSO2_2-64,R2,Set_2,Pythiogeton sp.
V-MNSO2_2-64_R3,76211,5.57,7610.95,65.05,Set_2-2,V-MNSO2_2-64,R3,Set_2,Pythiogeton sp.
V-MNSO2_2-64_R3,64770,4.73,7340.57,62.74,Set_2-2,V-MNSO2_2-64,R3,Set_2,Pythiogeton sp.
V-MNSO2_2-64_R3,57882,4.23,5461.58,46.68,Set_2-2,V-MNSO2_2-64,R3,Set_2,Pythiogeton sp.
V-MNSO2_2-64_R3,49795,3.64,4612.19,39.42,Set_2-2,V-MNSO2_2-64,R3,Set_2,Pythiogeton sp.
V-MNSO2_2-64_R3,44175,3.23,4413.73,37.72,Set_2-2,V-MNSO2_2-64,R3,Set_2,Pythiogeton sp.
V-NESO2_6-43_R1,49863,3.64,5949.89,50.85,Set_2-2,V-NESO2_6-43,R1,Set_2,Phytophthora sp.
V-NESO2_6-43_R1,122215,8.93,13486.66,115.27,Set_2-2,V-NESO2_6-43,R1,Set_2,Phytophthora sp.
V-NESO2_6-43_R1,81435,5.95,8188.36,69.99,Set_2-2,V-NESO2_6-43,R1,Set_2,Phytophthora sp.
V-NESO2_6-43_R1,82294,6.01,11240.42,96.07,Set_2-2,V-NESO2_6-43,R1,Set_2,Phytophthora sp.
V-NESO2_6-43_R1,46490,3.4,3917.63,33.48,Set_2-2,V-NESO2_6-43,R1,Set_2,Phytophthora sp.
V-NESO2_6-43_R2,75930,5.55,8437.61,72.12,Set_2-2,V-NESO2_6-43,R2,Set_2,Phytophthora sp.
V-NESO2_6-43_R2,126430,9.24,11840.34,101.2,Set_2-2,V-NESO2_6-43,R2,Set_2,Phytophthora sp.
V-NESO2_6-43_R2,114899,8.39,11950.05,102.14,Set_2-2,V-NESO2_6-43,R2,Set_2,Phytophthora sp.
V-NESO2_6-43_R2,143121,10.46,12902.33,110.28,Set_2-2,V-NESO2_6-43,R2,Set_2,Phytophthora sp.
V-NESO2_6-43_R2,132490,9.68,14629.96,125.04,Set_2-2,V-NESO2_6-43,R2,Set_2,Phytophthora sp.
V-NESO2_6-43_R2,143134,10.46,13310.17,113.76,Set_2-2,V-NESO2_6-43,R2,Set_2,Phytophthora sp.
V-NESO2_6-43_R3,45906,3.35,4963.31,42.42,Set_2-2,V-NESO2_6-43,R3,Set_2,Phytophthora sp.
V-NESO2_6-43_R3,115037,8.4,13804.87,117.99,Set_2-2,V-NESO2_6-43,R3,Set_2,Phytophthora sp.
V-NESO2_6-43_R3,71653,5.23,7672.45,65.58,Set_2-2,V-NESO2_6-43,R3,Set_2,Phytophthora sp.
V-NESO2_6-43_R3,85405,6.24,10209.38,87.26,Set_2-2,V-NESO2_6-43,R3,Set_2,Phytophthora sp.
V-NESO2_6-43_R3,54324,3.97,6235.69,53.3,Set_2-2,V-NESO2_6-43,R3,Set_2,Phytophthora sp.
V-NESO2_6-64_R1,55868,4.08,7463.84,63.79,Set_2-2,V-NESO2_6-64,R1,Set_2,Phytophthora megasperma
V-NESO2_6-64_R1,123410,9.02,13449.26,114.95,Set_2-2,V-NESO2_6-64,R1,Set_2,Phytophthora megasperma
V-NESO2_6-64_R1,44703,3.27,5393.23,46.1,Set_2-2,V-NESO2_6-64,R1,Set_2,Phytophthora megasperma
V-NESO2_6-64_R1,26176,1.91,2742.03,23.44,Set_2-2,V-NESO2_6-64,R1,Set_2,Phytophthora megasperma
V-NESO2_6-64_R1,38669,2.82,4985.54,42.61,Set_2-2,V-NESO2_6-64,R1,Set_2,Phytophthora megasperma
V-NESO2_6-64_R1,40825,2.98,4510.78,38.55,Set_2-2,V-NESO2_6-64,R1,Set_2,Phytophthora megasperma
V-NESO2_6-64_R2,86488,6.32,10216.26,87.32,Set_2-2,V-NESO2_6-64,R2,Set_2,Phytophthora megasperma
V-NESO2_6-64_R2,102846,7.51,11647.1,99.55,Set_2-2,V-NESO2_6-64,R2,Set_2,Phytophthora megasperma
V-NESO2_6-64_R2,154759,11.31,15254.48,130.38,Set_2-2,V-NESO2_6-64,R2,Set_2,Phytophthora megasperma
V-NESO2_6-64_R2,128490,9.39,14956.81,127.84,Set_2-2,V-NESO2_6-64,R2,Set_2,Phytophthora megasperma
V-NESO2_6-64_R2,29027,2.12,3476.86,29.72,Set_2-2,V-NESO2_6-64,R2,Set_2,Phytophthora megasperma
V-NESO2_6-64_R3,60966,4.45,7258.64,62.04,Set_2-2,V-NESO2_6-64,R3,Set_2,Phytophthora megasperma
V-NESO2_6-64_R3,36904,2.7,4083.55,34.9,Set_2-2,V-NESO2_6-64,R3,Set_2,Phytophthora megasperma
V-NESO2_6-64_R3,99907,7.3,12023.35,102.76,Set_2-2,V-NESO2_6-64,R3,Set_2,Phytophthora megasperma
V-NESO2_6-64_R3,37634,2.75,3571.67,30.53,Set_2-2,V-NESO2_6-64,R3,Set_2,Phytophthora megasperma
V-NESO2_6-64_R3,4267,0.31,310.74,2.66,Set_2-2,V-NESO2_6-64,R3,Set_2,Phytophthora megasperma
V-SDSO2_4-54_R1,74493,5.44,9616.17,82.19,Set_2-2,V-SDSO2_4-54,R1,Set_2,Pythium catenulatum
V-SDSO2_4-54_R1,45238,3.3,5117.36,43.74,Set_2-2,V-SDSO2_4-54,R1,Set_2,Pythium catenulatum
V-SDSO2_4-54_R1,65377,4.78,8409.03,71.87,Set_2-2,V-SDSO2_4-54,R1,Set_2,Pythium catenulatum
V-SDSO2_4-54_R1,86592,6.33,6925.21,59.19,Set_2-2,V-SDSO2_4-54,R1,Set_2,Pythium catenulatum
V-SDSO2_4-54_R1,48914,3.57,5024.79,42.95,Set_2-2,V-SDSO2_4-54,R1,Set_2,Pythium catenulatum
V-SDSO2_4-54_R2,145764,10.65,14158.02,121.01,Set_2-2,V-SDSO2_4-54,R2,Set_2,Pythium catenulatum
V-SDSO2_4-54_R2,182667,13.34,15945.88,136.29,Set_2-2,V-SDSO2_4-54,R2,Set_2,Pythium catenulatum
V-SDSO2_4-54_R2,132777,9.7,12773.13,109.17,Set_2-2,V-SDSO2_4-54,R2,Set_2,Pythium catenulatum
V-SDSO2_4-54_R2,47202,3.45,4776.21,40.82,Set_2-2,V-SDSO2_4-54,R2,Set_2,Pythium catenulatum
V-SDSO2_4-54_R2,124192,9.07,12315.91,105.26,Set_2-2,V-SDSO2_4-54,R2,Set_2,Pythium catenulatum
V-SDSO2_4-54_R2,129418,9.45,13251.51,113.26,Set_2-2,V-SDSO2_4-54,R2,Set_2,Pythium catenulatum
V-SDSO2_4-54_R3,100998,7.38,11106.59,94.93,Set_2-2,V-SDSO2_4-54,R3,Set_2,Pythium catenulatum
V-SDSO2_4-54_R3,103335,7.55,10879.96,92.99,Set_2-2,V-SDSO2_4-54,R3,Set_2,Pythium catenulatum
V-SDSO2_4-54_R3,144201,10.53,12857.3,109.89,Set_2-2,V-SDSO2_4-54,R3,Set_2,Pythium catenulatum
V-SDSO2_4-54_R3,134031,9.79,13964.71,119.36,Set_2-2,V-SDSO2_4-54,R3,Set_2,Pythium catenulatum
V-SDSO2_4-54_R3,104772,7.65,11515.15,98.42,Set_2-2,V-SDSO2_4-54,R3,Set_2,Pythium catenulatum
AR_260.S.2.8.A_R1,26595,1.83,1915.58,15.7,Set_2-3,AR_260.S.2.8.A,R1,Set_2,Pythium kunmingense
AR_260.S.2.8.A_R1,20112,1.39,1512.37,12.4,Set_2-3,AR_260.S.2.8.A,R1,Set_2,Pythium kunmingense
AR_260.S.2.8.A_R1,9927,0.68,288.2,2.36,Set_2-3,AR_260.S.2.8.A,R1,Set_2,Pythium kunmingense
AR_260.S.2.8.A_R1,18912,1.3,949.11,7.78,Set_2-3,AR_260.S.2.8.A,R1,Set_2,Pythium kunmingense
AR_260.S.2.8.A_R1,16170,1.11,759.3,6.22,Set_2-3,AR_260.S.2.8.A,R1,Set_2,Pythium kunmingense
AR_260.S.2.8.A_R2,9815,0.68,299.92,2.46,Set_2-3,AR_260.S.2.8.A,R2,Set_2,Pythium kunmingense
AR_260.S.2.8.A_R2,0,0,0,0,Set_2-3,AR_260.S.2.8.A,R2,Set_2,Pythium kunmingense
AR_260.S.2.8.A_R2,0,0,0,0,Set_2-3,AR_260.S.2.8.A,R2,Set_2,Pythium kunmingense
AR_260.S.2.8.A_R2,0,0,0,0,Set_2-3,AR_260.S.2.8.A,R2,Set_2,Pythium kunmingense
AR_260.S.2.8.A_R2,0,0,0,0,Set_2-3,AR_260.S.2.8.A,R2,Set_2,Pythium kunmingense
AR_260.S.2.8.A_R3,24380,1.68,1507.14,12.35,Set_2-3,AR_260.S.2.8.A,R3,Set_2,Pythium kunmingense
AR_260.S.2.8.A_R3,21760,1.5,1127.34,9.24,Set_2-3,AR_260.S.2.8.A,R3,Set_2,Pythium kunmingense
AR_260.S.2.8.A_R3,28699,1.98,2334.08,19.13,Set_2-3,AR_260.S.2.8.A,R3,Set_2,Pythium kunmingense
AR_260.S.2.8.A_R3,21517,1.48,1216.58,9.97,Set_2-3,AR_260.S.2.8.A,R3,Set_2,Pythium kunmingense
AR_260.S.2.8.A_R3,19038,1.31,795.33,6.52,Set_2-3,AR_260.S.2.8.A,R3,Set_2,Pythium kunmingense
AR_96.S.2.3.A_R1,15460,1.06,1122.87,9.2,Set_2-3,AR_96.S.2.3.A,R1,Set_2,Pythium kunmingense
AR_96.S.2.3.A_R1,11156,0.77,542.94,4.45,Set_2-3,AR_96.S.2.3.A,R1,Set_2,Pythium kunmingense
AR_96.S.2.3.A_R1,27130,1.87,1664.5,13.64,Set_2-3,AR_96.S.2.3.A,R1,Set_2,Pythium kunmingense
AR_96.S.2.3.A_R1,27715,1.91,1382.17,11.33,Set_2-3,AR_96.S.2.3.A,R1,Set_2,Pythium kunmingense
AR_96.S.2.3.A_R1,26786,1.85,1878.85,15.4,Set_2-3,AR_96.S.2.3.A,R1,Set_2,Pythium kunmingense
AR_96.S.2.3.A_R2,26160,1.8,2090.18,17.13,Set_2-3,AR_96.S.2.3.A,R2,Set_2,Pythium kunmingense
AR_96.S.2.3.A_R2,31171,2.15,2334.9,19.14,Set_2-3,AR_96.S.2.3.A,R2,Set_2,Pythium kunmingense
AR_96.S.2.3.A_R2,17182,1.18,1000.68,8.2,Set_2-3,AR_96.S.2.3.A,R2,Set_2,Pythium kunmingense
AR_96.S.2.3.A_R2,14877,1.02,618.38,5.07,Set_2-3,AR_96.S.2.3.A,R2,Set_2,Pythium kunmingense
AR_96.S.2.3.A_R2,17579,1.21,811.71,6.65,Set_2-3,AR_96.S.2.3.A,R2,Set_2,Pythium kunmingense
AR_96.S.2.3.A_R3,15134,1.04,711.05,5.83,Set_2-3,AR_96.S.2.3.A,R3,Set_2,Pythium kunmingense
AR_96.S.2.3.A_R3,18988,1.31,1247.18,10.22,Set_2-3,AR_96.S.2.3.A,R3,Set_2,Pythium kunmingense
AR_96.S.2.3.A_R3,15199,1.05,700.3,5.74,Set_2-3,AR_96.S.2.3.A,R3,Set_2,Pythium kunmingense
AR_96.S.2.3.A_R3,37797,2.6,2575.37,21.11,Set_2-3,AR_96.S.2.3.A,R3,Set_2,Pythium kunmingense
AR_96.S.2.3.A_R3,34803,2.4,2128.67,17.45,Set_2-3,AR_96.S.2.3.A,R3,Set_2,Pythium kunmingense
C-ARSO2_3-5_R1,135076,9.3,10709.22,87.78,Set_2-3,C-ARSO2_3-5,R1,Set_2,Pythium aff. hypogynum
C-ARSO2_3-5_R1,83946,5.78,8444.72,69.22,Set_2-3,C-ARSO2_3-5,R1,Set_2,Pythium aff. hypogynum
C-ARSO2_3-5_R1,88340,6.08,10398.88,85.24,Set_2-3,C-ARSO2_3-5,R1,Set_2,Pythium aff. hypogynum
C-ARSO2_3-5_R1,78175,5.38,7746.72,63.5,Set_2-3,C-ARSO2_3-5,R1,Set_2,Pythium aff. hypogynum
C-ARSO2_3-5_R1,140293,9.66,11111.27,91.08,Set_2-3,C-ARSO2_3-5,R1,Set_2,Pythium aff. hypogynum
C-ARSO2_3-5_R2,61660,4.25,5969.52,48.93,Set_2-3,C-ARSO2_3-5,R2,Set_2,Pythium aff. hypogynum
C-ARSO2_3-5_R2,155464,10.71,14947.93,122.52,Set_2-3,C-ARSO2_3-5,R2,Set_2,Pythium aff. hypogynum
C-ARSO2_3-5_R2,145818,10.04,11747.03,96.29,Set_2-3,C-ARSO2_3-5,R2,Set_2,Pythium aff. hypogynum
C-ARSO2_3-5_R2,91465,6.3,9441.63,77.39,Set_2-3,C-ARSO2_3-5,R2,Set_2,Pythium aff. hypogynum
C-ARSO2_3-5_R2,88718,6.11,10844.03,88.89,Set_2-3,C-ARSO2_3-5,R2,Set_2,Pythium aff. hypogynum
C-ARSO2_3-5_R3,100562,6.93,10187.59,83.5,Set_2-3,C-ARSO2_3-5,R3,Set_2,Pythium aff. hypogynum
C-ARSO2_3-5_R3,64816,4.46,7603.57,62.32,Set_2-3,C-ARSO2_3-5,R3,Set_2,Pythium aff. hypogynum
C-ARSO2_3-5_R3,65297,4.5,7467.49,61.21,Set_2-3,C-ARSO2_3-5,R3,Set_2,Pythium aff. hypogynum
C-ARSO2_3-5_R3,50971,3.51,4968.99,40.73,Set_2-3,C-ARSO2_3-5,R3,Set_2,Pythium aff. hypogynum
C-ARSO2_3-5_R3,80041,5.51,8059.05,66.06,Set_2-3,C-ARSO2_3-5,R3,Set_2,Pythium aff. hypogynum
C-ARSO2_4-13_R1,152367,10.5,16649.39,136.47,Set_2-3,C-ARSO2_4-13,R1,Set_2,Pythium acanthophoron
C-ARSO2_4-13_R1,169584,11.68,18769.47,153.85,Set_2-3,C-ARSO2_4-13,R1,Set_2,Pythium acanthophoron
C-ARSO2_4-13_R1,117451,8.09,11400.56,93.45,Set_2-3,C-ARSO2_4-13,R1,Set_2,Pythium acanthophoron
C-ARSO2_4-13_R1,136896,9.43,14323.84,117.41,Set_2-3,C-ARSO2_4-13,R1,Set_2,Pythium acanthophoron
C-ARSO2_4-13_R1,80188,5.52,10162.06,83.3,Set_2-3,C-ARSO2_4-13,R1,Set_2,Pythium acanthophoron
C-ARSO2_4-13_R2,195233,13.45,19455.24,159.47,Set_2-3,C-ARSO2_4-13,R2,Set_2,Pythium acanthophoron
C-ARSO2_4-13_R2,172855,11.91,16344.94,133.97,Set_2-3,C-ARSO2_4-13,R2,Set_2,Pythium acanthophoron
C-ARSO2_4-13_R2,173361,11.94,16907.7,138.59,Set_2-3,C-ARSO2_4-13,R2,Set_2,Pythium acanthophoron
C-ARSO2_4-13_R2,127616,8.79,15354.96,125.86,Set_2-3,C-ARSO2_4-13,R2,Set_2,Pythium acanthophoron
C-ARSO2_4-13_R2,128916,8.88,13913.74,114.05,Set_2-3,C-ARSO2_4-13,R2,Set_2,Pythium acanthophoron
C-ARSO2_4-13_R3,111554,7.68,11313.09,92.73,Set_2-3,C-ARSO2_4-13,R3,Set_2,Pythium acanthophoron
C-ARSO2_4-13_R3,130750,9.01,13508.45,110.72,Set_2-3,C-ARSO2_4-13,R3,Set_2,Pythium acanthophoron
C-ARSO2_4-13_R3,115750,7.97,14534.52,119.14,Set_2-3,C-ARSO2_4-13,R3,Set_2,Pythium acanthophoron
C-ARSO2_4-13_R3,158130,10.89,14783.19,121.17,Set_2-3,C-ARSO2_4-13,R3,Set_2,Pythium acanthophoron
C-ARSO2_4-13_R3,209822,14.45,18309.13,150.07,Set_2-3,C-ARSO2_4-13,R3,Set_2,Pythium acanthophoron
C-ARSO2_5-12_R1,31480,2.17,3169.46,25.98,Set_2-3,C-ARSO2_5-12,R1,Set_2,Pythium catenulatum
C-ARSO2_5-12_R1,69348,4.78,6666.87,54.65,Set_2-3,C-ARSO2_5-12,R1,Set_2,Pythium catenulatum
C-ARSO2_5-12_R1,29014,2,3903.51,32,Set_2-3,C-ARSO2_5-12,R1,Set_2,Pythium catenulatum
C-ARSO2_5-12_R1,106588,7.34,10625.44,87.09,Set_2-3,C-ARSO2_5-12,R1,Set_2,Pythium catenulatum
C-ARSO2_5-12_R1,88216,6.08,9647.96,79.08,Set_2-3,C-ARSO2_5-12,R1,Set_2,Pythium catenulatum
C-ARSO2_5-12_R2,54803,3.77,8297.62,68.01,Set_2-3,C-ARSO2_5-12,R2,Set_2,Pythium catenulatum
C-ARSO2_5-12_R2,38479,2.65,5562.19,45.59,Set_2-3,C-ARSO2_5-12,R2,Set_2,Pythium catenulatum
C-ARSO2_5-12_R2,131628,9.07,15580.65,127.71,Set_2-3,C-ARSO2_5-12,R2,Set_2,Pythium catenulatum
C-ARSO2_5-12_R2,160667,11.07,18472.29,151.41,Set_2-3,C-ARSO2_5-12,R2,Set_2,Pythium catenulatum
C-ARSO2_5-12_R2,97430,6.71,10395.13,85.21,Set_2-3,C-ARSO2_5-12,R2,Set_2,Pythium catenulatum
C-ARSO2_5-12_R3,145575,10.03,14656.76,120.14,Set_2-3,C-ARSO2_5-12,R3,Set_2,Pythium catenulatum
C-ARSO2_5-12_R3,162762,11.21,14971.02,122.71,Set_2-3,C-ARSO2_5-12,R3,Set_2,Pythium catenulatum
C-ARSO2_5-12_R3,99686,6.87,10997.17,90.14,Set_2-3,C-ARSO2_5-12,R3,Set_2,Pythium catenulatum
C-ARSO2_5-12_R3,85830,5.91,9600.31,78.69,Set_2-3,C-ARSO2_5-12,R3,Set_2,Pythium catenulatum
C-ARSO2_5-12_R3,163653,11.27,14782.37,121.17,Set_2-3,C-ARSO2_5-12,R3,Set_2,Pythium catenulatum
C-KSSO2_4-10_R1,162424,11.19,15673.04,128.47,Set_2-3,C-KSSO2_4-10,R1,Set_2,Pythium camurandrum
C-KSSO2_4-10_R1,86946,5.99,9766.45,80.05,Set_2-3,C-KSSO2_4-10,R1,Set_2,Pythium camurandrum
C-KSSO2_4-10_R1,71740,4.94,9424.37,77.25,Set_2-3,C-KSSO2_4-10,R1,Set_2,Pythium camurandrum
C-KSSO2_4-10_R1,15054,1.04,2446.16,20.05,Set_2-3,C-KSSO2_4-10,R1,Set_2,Pythium camurandrum
C-KSSO2_4-10_R1,76162,5.25,8926.47,73.17,Set_2-3,C-KSSO2_4-10,R1,Set_2,Pythium camurandrum
C-KSSO2_4-10_R2,78712,5.42,9588.49,78.59,Set_2-3,C-KSSO2_4-10,R2,Set_2,Pythium camurandrum
C-KSSO2_4-10_R2,45534,3.14,6967.07,57.11,Set_2-3,C-KSSO2_4-10,R2,Set_2,Pythium camurandrum
C-KSSO2_4-10_R2,44521,3.07,5243.3,42.98,Set_2-3,C-KSSO2_4-10,R2,Set_2,Pythium camurandrum
C-KSSO2_4-10_R2,97689,6.73,8599.52,70.49,Set_2-3,C-KSSO2_4-10,R2,Set_2,Pythium camurandrum
C-KSSO2_4-10_R2,95079,6.55,10476.87,85.88,Set_2-3,C-KSSO2_4-10,R2,Set_2,Pythium camurandrum
C-KSSO2_4-10_R3,222791,15.35,19758.66,161.96,Set_2-3,C-KSSO2_4-10,R3,Set_2,Pythium camurandrum
C-KSSO2_4-10_R3,173082,11.92,17469.08,143.19,Set_2-3,C-KSSO2_4-10,R3,Set_2,Pythium camurandrum
C-KSSO2_4-10_R3,124859,8.6,15386.01,126.11,Set_2-3,C-KSSO2_4-10,R3,Set_2,Pythium camurandrum
C-KSSO2_4-10_R3,179063,12.33,17974.03,147.33,Set_2-3,C-KSSO2_4-10,R3,Set_2,Pythium camurandrum
C-KSSO2_4-10_R3,129429,8.92,13493.14,110.6,Set_2-3,C-KSSO2_4-10,R3,Set_2,Pythium camurandrum
C-KSSO2_5-19_R1,48382,3.33,5962.54,48.87,Set_2-3,C-KSSO2_5-19,R1,Set_2,Phytopythium aff. vexans
C-KSSO2_5-19_R1,58906,4.06,7512.67,61.58,Set_2-3,C-KSSO2_5-19,R1,Set_2,Phytopythium aff. vexans
C-KSSO2_5-19_R1,55099,3.8,6262.89,51.34,Set_2-3,C-KSSO2_5-19,R1,Set_2,Phytopythium aff. vexans
C-KSSO2_5-19_R1,96691,6.66,9199.08,75.4,Set_2-3,C-KSSO2_5-19,R1,Set_2,Phytopythium aff. vexans
C-KSSO2_5-19_R1,73357,5.05,9441.67,77.39,Set_2-3,C-KSSO2_5-19,R1,Set_2,Phytopythium aff. vexans
C-KSSO2_5-19_R2,107643,7.41,8856.48,72.59,Set_2-3,C-KSSO2_5-19,R2,Set_2,Phytopythium aff. vexans
C-KSSO2_5-19_R2,57327,3.95,6199.68,50.82,Set_2-3,C-KSSO2_5-19,R2,Set_2,Phytopythium aff. vexans
C-KSSO2_5-19_R2,101087,6.96,12349.49,101.23,Set_2-3,C-KSSO2_5-19,R2,Set_2,Phytopythium aff. vexans
C-KSSO2_5-19_R2,58884,4.06,7517.78,61.62,Set_2-3,C-KSSO2_5-19,R2,Set_2,Phytopythium aff. vexans
C-KSSO2_5-19_R2,66009,4.55,7302.94,59.86,Set_2-3,C-KSSO2_5-19,R2,Set_2,Phytopythium aff. vexans
C-KSSO2_5-19_R3,161689,11.14,15579.85,127.7,Set_2-3,C-KSSO2_5-19,R3,Set_2,Phytopythium aff. vexans
C-KSSO2_5-19_R3,80920,5.57,11946.84,97.92,Set_2-3,C-KSSO2_5-19,R3,Set_2,Phytopythium aff. vexans
C-KSSO2_5-19_R3,71045,4.89,8086.12,66.28,Set_2-3,C-KSSO2_5-19,R3,Set_2,Phytopythium aff. vexans
C-KSSO2_5-19_R3,124626,8.58,11975.34,98.16,Set_2-3,C-KSSO2_5-19,R3,Set_2,Phytopythium aff. vexans
C-KSSO2_5-19_R3,16369,1.13,1018.66,8.35,Set_2-3,C-KSSO2_5-19,R3,Set_2,Phytopythium aff. vexans
C-KSSO2_5-8_R1,126291,8.7,11142.23,91.33,Set_2-3,C-KSSO2_5-8,R1,Set_2,Pythium aff. iwayamai
C-KSSO2_5-8_R1,69674,4.8,8905.75,73,Set_2-3,C-KSSO2_5-8,R1,Set_2,Pythium aff. iwayamai
C-KSSO2_5-8_R1,78540,5.41,9547.94,78.26,Set_2-3,C-KSSO2_5-8,R1,Set_2,Pythium aff. iwayamai
C-KSSO2_5-8_R1,25763,1.77,3284.22,26.92,Set_2-3,C-KSSO2_5-8,R1,Set_2,Pythium aff. iwayamai
C-KSSO2_5-8_R1,37488,2.58,5848.13,47.94,Set_2-3,C-KSSO2_5-8,R1,Set_2,Pythium aff. iwayamai
C-KSSO2_5-8_R2,62203,4.28,7649.11,62.7,Set_2-3,C-KSSO2_5-8,R2,Set_2,Pythium aff. iwayamai
C-KSSO2_5-8_R2,92731,6.39,10639.29,87.21,Set_2-3,C-KSSO2_5-8,R2,Set_2,Pythium aff. iwayamai
C-KSSO2_5-8_R2,99739,6.87,9820.27,80.49,Set_2-3,C-KSSO2_5-8,R2,Set_2,Pythium aff. iwayamai
C-KSSO2_5-8_R2,128509,8.85,14718.4,120.64,Set_2-3,C-KSSO2_5-8,R2,Set_2,Pythium aff. iwayamai
C-KSSO2_5-8_R2,19221,1.32,1543.47,12.65,Set_2-3,C-KSSO2_5-8,R2,Set_2,Pythium aff. iwayamai
C-KSSO2_5-8_R3,60757,4.18,6721.32,55.09,Set_2-3,C-KSSO2_5-8,R3,Set_2,Pythium aff. iwayamai
C-KSSO2_5-8_R3,39653,2.73,4253.02,34.86,Set_2-3,C-KSSO2_5-8,R3,Set_2,Pythium aff. iwayamai
C-KSSO2_5-8_R3,37019,2.55,4228.79,34.66,Set_2-3,C-KSSO2_5-8,R3,Set_2,Pythium aff. iwayamai
C-KSSO2_5-8_R3,126026,8.68,14460.07,118.53,Set_2-3,C-KSSO2_5-8,R3,Set_2,Pythium aff. iwayamai
C-KSSO2_5-8_R3,45316,3.12,5470.99,44.84,Set_2-3,C-KSSO2_5-8,R3,Set_2,Pythium aff. iwayamai
C-MICO2_5-13_R1,180356,12.42,17311.07,141.89,Set_2-3,C-MICO2_5-13,R1,Set_2,Pythium hydnosporum
C-MICO2_5-13_R1,106698,7.35,12460.96,102.14,Set_2-3,C-MICO2_5-13,R1,Set_2,Pythium hydnosporum
C-MICO2_5-13_R1,152589,10.51,16679.75,136.72,Set_2-3,C-MICO2_5-13,R1,Set_2,Pythium hydnosporum
C-MICO2_5-13_R1,202377,13.94,19648.9,161.06,Set_2-3,C-MICO2_5-13,R1,Set_2,Pythium hydnosporum
C-MICO2_5-13_R1,141201,9.73,13929.1,114.17,Set_2-3,C-MICO2_5-13,R1,Set_2,Pythium hydnosporum
C-MICO2_5-13_R2,153566,10.58,12590.55,103.2,Set_2-3,C-MICO2_5-13,R2,Set_2,Pythium hydnosporum
C-MICO2_5-13_R2,92424,6.37,10393.76,85.19,Set_2-3,C-MICO2_5-13,R2,Set_2,Pythium hydnosporum
C-MICO2_5-13_R2,147249,10.14,16490.13,135.16,Set_2-3,C-MICO2_5-13,R2,Set_2,Pythium hydnosporum
C-MICO2_5-13_R2,59093,4.07,7479.33,61.31,Set_2-3,C-MICO2_5-13,R2,Set_2,Pythium hydnosporum
C-MICO2_5-13_R2,139695,9.62,13849.41,113.52,Set_2-3,C-MICO2_5-13,R2,Set_2,Pythium hydnosporum
C-MICO2_5-13_R3,131333,9.05,15544.59,127.41,Set_2-3,C-MICO2_5-13,R3,Set_2,Pythium hydnosporum
C-MICO2_5-13_R3,186928,12.88,15872.13,130.1,Set_2-3,C-MICO2_5-13,R3,Set_2,Pythium hydnosporum
C-MICO2_5-13_R3,97180,6.69,10647.52,87.27,Set_2-3,C-MICO2_5-13,R3,Set_2,Pythium hydnosporum
C-MICO2_5-13_R3,141069,9.72,14586.2,119.56,Set_2-3,C-MICO2_5-13,R3,Set_2,Pythium hydnosporum
C-MICO2_5-13_R3,100407,6.92,11585.78,94.97,Set_2-3,C-MICO2_5-13,R3,Set_2,Pythium hydnosporum
C-MISO2_4-9_R1,41628,2.87,4015.55,32.91,Set_2-3,C-MISO2_4-9,R1,Set_2,Pythium chondricola
C-MISO2_4-9_R1,138805,9.56,15689.46,128.6,Set_2-3,C-MISO2_4-9,R1,Set_2,Pythium chondricola
C-MISO2_4-9_R1,136931,9.43,16607.13,136.12,Set_2-3,C-MISO2_4-9,R1,Set_2,Pythium chondricola
C-MISO2_4-9_R1,56362,3.88,6441.04,52.8,Set_2-3,C-MISO2_4-9,R1,Set_2,Pythium chondricola
C-MISO2_4-9_R1,144631,9.96,14422.9,118.22,Set_2-3,C-MISO2_4-9,R1,Set_2,Pythium chondricola
