Isolate_rep,Area_pix,Area_cm,Length_pix,Length_cm,Set,Isolate,Rep,Set2,Species
C-NESO2_6-5_R3,172982,11.07,16845.03,134.76,Set_7-3,C-NESO2_6-5,R3,Set_7,Pythium rostratifingens
C-NESO2_6-5_R3,151061,9.67,13115.57,104.92,Set_7-3,C-NESO2_6-5,R3,Set_7,Pythium rostratifingens
C-NESO2_6-5_R3,67853,4.34,7916.22,63.33,Set_7-3,C-NESO2_6-5,R3,Set_7,Pythium rostratifingens
CONTROL_NR_R1,258768,18.9,22043.61,188.41,Set_7-3,CONTROL_NR,R1,Set_7,CONTROL_NR
CONTROL_NR_R1,168206,12.29,18274.19,156.19,Set_7-3,CONTROL_NR,R1,Set_7,CONTROL_NR
CONTROL_NR_R1,235361,17.19,20108.44,171.87,Set_7-3,CONTROL_NR,R1,Set_7,CONTROL_NR
CONTROL_NR_R1,229739,16.78,20649.24,176.49,Set_7-3,CONTROL_NR,R1,Set_7,CONTROL_NR
CONTROL_NR_R1,253700,18.53,20346.17,173.9,Set_7-3,CONTROL_NR,R1,Set_7,CONTROL_NR
CONTROL_NR_R2,238342,17.41,19710.76,168.47,Set_7-3,CONTROL_NR,R2,Set_7,CONTROL_NR
CONTROL_NR_R2,154755,11.31,13724.67,117.3,Set_7-3,CONTROL_NR,R2,Set_7,CONTROL_NR
CONTROL_NR_R2,270657,19.77,24414.73,208.67,Set_7-3,CONTROL_NR,R2,Set_7,CONTROL_NR
CONTROL_NR_R2,211960,15.48,15794.2,134.99,Set_7-3,CONTROL_NR,R2,Set_7,CONTROL_NR
CONTROL_NR_R2,283364,20.7,26309.13,224.86,Set_7-3,CONTROL_NR,R2,Set_7,CONTROL_NR
CONTROL_NR_R3,210759,15.4,21304.95,182.09,Set_7-3,CONTROL_NR,R3,Set_7,CONTROL_NR
CONTROL_NR_R3,198787,14.52,21127.95,180.58,Set_7-3,CONTROL_NR,R3,Set_7,CONTROL_NR
CONTROL_NR_R3,212138,15.5,22732.92,194.3,Set_7-3,CONTROL_NR,R3,Set_7,CONTROL_NR
CONTROL_NR_R3,211165,15.43,18977.64,162.2,Set_7-3,CONTROL_NR,R3,Set_7,CONTROL_NR
CONTROL_NR_R3,192145,14.04,23902.48,204.29,Set_7-3,CONTROL_NR,R3,Set_7,CONTROL_NR
CONTROL_R1,127549,9.32,13697.17,117.07,Set_7-3,CONTROL,R1,Set_7,CONTROL
CONTROL_R1,303460,22.17,29429.35,251.53,Set_7-3,CONTROL,R1,Set_7,CONTROL
CONTROL_R1,195958,14.31,20852.29,178.22,Set_7-3,CONTROL,R1,Set_7,CONTROL
CONTROL_R1,93559,6.83,13052.37,111.56,Set_7-3,CONTROL,R1,Set_7,CONTROL
CONTROL_R1,59480,4.35,6502.61,55.58,Set_7-3,CONTROL,R1,Set_7,CONTROL
CONTROL_R2,238609,17.43,26376.9,225.44,Set_7-3,CONTROL,R2,Set_7,CONTROL
CONTROL_R2,61462,4.49,3974.92,33.97,Set_7-3,CONTROL,R2,Set_7,CONTROL
CONTROL_R2,101194,7.39,12001.08,102.57,Set_7-3,CONTROL,R2,Set_7,CONTROL
CONTROL_R2,132030,9.64,15244.92,130.3,Set_7-3,CONTROL,R2,Set_7,CONTROL
CONTROL_R2,75090,5.49,8710.44,74.45,Set_7-3,CONTROL,R2,Set_7,CONTROL
CONTROL_R3,181527,13.26,17030.82,145.56,Set_7-3,CONTROL,R3,Set_7,CONTROL
CONTROL_R3,32576,2.38,3383.45,28.92,Set_7-3,CONTROL,R3,Set_7,CONTROL
CONTROL_R3,145707,10.64,16679.21,142.56,Set_7-3,CONTROL,R3,Set_7,CONTROL
CONTROL_R3,149729,10.94,17938.98,153.32,Set_7-3,CONTROL,R3,Set_7,CONTROL
CONTROL_R3,64552,4.72,9426.78,80.57,Set_7-3,CONTROL,R3,Set_7,CONTROL
INSO_3-43_R1,114175,8.34,12610.54,107.78,Set_7-3,INSO_3-43,R1,Set_7,Pythium spinosum
INSO_3-43_R1,296601,21.67,26906.16,229.97,Set_7-3,INSO_3-43,R1,Set_7,Pythium spinosum
INSO_3-43_R1,182256,13.31,19444.82,166.2,Set_7-3,INSO_3-43,R1,Set_7,Pythium spinosum
INSO_3-43_R1,159569,11.66,17691.9,151.21,Set_7-3,INSO_3-43,R1,Set_7,Pythium spinosum
INSO_3-43_R1,93557,6.83,11548.85,98.71,Set_7-3,INSO_3-43,R1,Set_7,Pythium spinosum
INSO_3-43_R2,186627,13.63,19291.07,164.88,Set_7-3,INSO_3-43,R2,Set_7,Pythium spinosum
INSO_3-43_R2,226855,16.57,20269.05,173.24,Set_7-3,INSO_3-43,R2,Set_7,Pythium spinosum
INSO_3-43_R2,163136,11.92,16257.85,138.96,Set_7-3,INSO_3-43,R2,Set_7,Pythium spinosum
INSO_3-43_R2,287934,21.03,28731.3,245.57,Set_7-3,INSO_3-43,R2,Set_7,Pythium spinosum
INSO_3-43_R2,216364,15.81,22367.87,191.18,Set_7-3,INSO_3-43,R2,Set_7,Pythium spinosum
INSO_3-43_R3,117252,8.57,13367.41,114.25,Set_7-3,INSO_3-43,R3,Set_7,Pythium spinosum
INSO_3-43_R3,144339,10.54,14731.19,125.91,Set_7-3,INSO_3-43,R3,Set_7,Pythium spinosum
INSO_3-43_R3,197691,14.44,20766.95,177.5,Set_7-3,INSO_3-43,R3,Set_7,Pythium spinosum
INSO_3-43_R3,157794,11.53,16535.11,141.33,Set_7-3,INSO_3-43,R3,Set_7,Pythium spinosum
INSO_3-43_R3,208168,15.21,22959.91,196.24,Set_7-3,INSO_3-43,R3,Set_7,Pythium spinosum
INSO_3-51_R1,235114,17.18,20409.18,174.44,Set_7-3,INSO_3-51,R1,Set_7,Pythium paroecandrum
INSO_3-51_R1,79646,5.82,8629.21,73.75,Set_7-3,INSO_3-51,R1,Set_7,Pythium paroecandrum
INSO_3-51_R1,148338,10.84,15591.81,133.26,Set_7-3,INSO_3-51,R1,Set_7,Pythium paroecandrum
INSO_3-51_R1,89556,6.54,13182.24,112.67,Set_7-3,INSO_3-51,R1,Set_7,Pythium paroecandrum
INSO_3-51_R1,190036,13.88,19954.26,170.55,Set_7-3,INSO_3-51,R1,Set_7,Pythium paroecandrum
INSO_3-51_R2,180715,13.2,19529.53,166.92,Set_7-3,INSO_3-51,R2,Set_7,Pythium paroecandrum
INSO_3-51_R2,99458,7.27,12881.43,110.1,Set_7-3,INSO_3-51,R2,Set_7,Pythium paroecandrum
INSO_3-51_R2,129156,9.44,14938.36,127.68,Set_7-3,INSO_3-51,R2,Set_7,Pythium paroecandrum
INSO_3-51_R2,158367,11.57,17440.26,149.06,Set_7-3,INSO_3-51,R2,Set_7,Pythium paroecandrum
INSO_3-51_R2,155707,11.37,16353.05,139.77,Set_7-3,INSO_3-51,R2,Set_7,Pythium paroecandrum
INSO_3-51_R3,189057,13.81,15503.55,132.51,Set_7-3,INSO_3-51,R3,Set_7,Pythium paroecandrum
INSO_3-51_R3,185541,13.55,15997.49,136.73,Set_7-3,INSO_3-51,R3,Set_7,Pythium paroecandrum
INSO_3-51_R3,144899,10.59,16658.69,142.38,Set_7-3,INSO_3-51,R3,Set_7,Pythium paroecandrum
INSO_3-51_R3,173255,12.66,18435.09,157.56,Set_7-3,INSO_3-51,R3,Set_7,Pythium paroecandrum
INSO_3-51_R3,94645,6.91,11344.32,96.96,Set_7-3,INSO_3-51,R3,Set_7,Pythium paroecandrum
INSO_4-40_R1,268622,19.62,28785.74,246.03,Set_7-3,INSO_4-40,R1,Set_7,Pythium spinosum
INSO_4-40_R1,192515,14.06,21130.09,180.6,Set_7-3,INSO_4-40,R1,Set_7,Pythium spinosum
INSO_4-40_R1,143815,10.51,14125.9,120.73,Set_7-3,INSO_4-40,R1,Set_7,Pythium spinosum
INSO_4-40_R1,111243,8.13,12640.44,108.04,Set_7-3,INSO_4-40,R1,Set_7,Pythium spinosum
INSO_4-40_R1,100709,7.36,11866.52,101.42,Set_7-3,INSO_4-40,R1,Set_7,Pythium spinosum
INSO_4-40_R2,169751,12.4,15515.63,132.61,Set_7-3,INSO_4-40,R2,Set_7,Pythium spinosum
INSO_4-40_R2,258520,18.89,22944.4,196.11,Set_7-3,INSO_4-40,R2,Set_7,Pythium spinosum
INSO_4-40_R2,172733,12.62,18078.84,154.52,Set_7-3,INSO_4-40,R2,Set_7,Pythium spinosum
INSO_4-40_R2,206366,15.08,22765.7,194.58,Set_7-3,INSO_4-40,R2,Set_7,Pythium spinosum
INSO_4-40_R2,236369,17.27,20048.44,171.35,Set_7-3,INSO_4-40,R2,Set_7,Pythium spinosum
INSO_4-40_R3,242890,17.74,22167.91,189.47,Set_7-3,INSO_4-40,R3,Set_7,Pythium spinosum
INSO_4-40_R3,178628,13.05,18664.43,159.53,Set_7-3,INSO_4-40,R3,Set_7,Pythium spinosum
INSO_4-40_R3,99014,7.23,9409.24,80.42,Set_7-3,INSO_4-40,R3,Set_7,Pythium spinosum
INSO_4-40_R3,115947,8.47,12407.45,106.05,Set_7-3,INSO_4-40,R3,Set_7,Pythium spinosum
INSO_4-40_R3,132331,9.67,12975.32,110.9,Set_7-3,INSO_4-40,R3,Set_7,Pythium spinosum
NDSO_L_4-9_R1,164332,12,17350.65,148.3,Set_7-3,NDSO_L_4-9,R1,Set_7,Pythium acanthicum
NDSO_L_4-9_R1,200868,14.67,18373.23,157.04,Set_7-3,NDSO_L_4-9,R1,Set_7,Pythium acanthicum
NDSO_L_4-9_R1,127734,9.33,14020.47,119.83,Set_7-3,NDSO_L_4-9,R1,Set_7,Pythium acanthicum
NDSO_L_4-9_R1,158905,11.61,19178.43,163.92,Set_7-3,NDSO_L_4-9,R1,Set_7,Pythium acanthicum
NDSO_L_4-9_R1,237612,17.36,26026.5,222.45,Set_7-3,NDSO_L_4-9,R1,Set_7,Pythium acanthicum
NDSO_L_4-9_R2,216453,15.81,18060.42,154.36,Set_7-3,NDSO_L_4-9,R2,Set_7,Pythium acanthicum
NDSO_L_4-9_R2,218288,15.95,23629.4,201.96,Set_7-3,NDSO_L_4-9,R2,Set_7,Pythium acanthicum
NDSO_L_4-9_R2,170411,12.45,14089.2,120.42,Set_7-3,NDSO_L_4-9,R2,Set_7,Pythium acanthicum
NDSO_L_4-9_R2,291683,21.31,28223.78,241.23,Set_7-3,NDSO_L_4-9,R2,Set_7,Pythium acanthicum
NDSO_L_4-9_R2,287592,21.01,26407.54,225.71,Set_7-3,NDSO_L_4-9,R2,Set_7,Pythium acanthicum
NDSO_L_4-9_R3,228936,16.72,21258.43,181.7,Set_7-3,NDSO_L_4-9,R3,Set_7,Pythium acanthicum
NDSO_L_4-9_R3,217970,15.92,17215.65,147.14,Set_7-3,NDSO_L_4-9,R3,Set_7,Pythium acanthicum
NDSO_L_4-9_R3,231840,16.94,22981.13,196.42,Set_7-3,NDSO_L_4-9,R3,Set_7,Pythium acanthicum
NDSO_L_4-9_R3,248912,18.18,24842.11,212.33,Set_7-3,NDSO_L_4-9,R3,Set_7,Pythium acanthicum
NDSO_L_4-9_R3,151055,11.03,17068.64,145.89,Set_7-3,NDSO_L_4-9,R3,Set_7,Pythium acanthicum
NESO_4-29_R1,171129,12.5,15388.54,131.53,Set_7-3,NESO_4-29,R1,Set_7,Pythium perplexum
NESO_4-29_R1,217046,15.86,17927.68,153.23,Set_7-3,NESO_4-29,R1,Set_7,Pythium perplexum
NESO_4-29_R1,217876,15.92,17356.29,148.34,Set_7-3,NESO_4-29,R1,Set_7,Pythium perplexum
NESO_4-29_R1,249236,18.21,21294.82,182.01,Set_7-3,NESO_4-29,R1,Set_7,Pythium perplexum
NESO_4-29_R1,181330,13.25,18271.38,156.17,Set_7-3,NESO_4-29,R1,Set_7,Pythium perplexum
NESO_4-29_R2,208704,15.25,20488.58,175.12,Set_7-3,NESO_4-29,R2,Set_7,Pythium perplexum
NESO_4-29_R2,122392,8.94,12949.02,110.68,Set_7-3,NESO_4-29,R2,Set_7,Pythium perplexum
NESO_4-29_R2,130542,9.54,13943.95,119.18,Set_7-3,NESO_4-29,R2,Set_7,Pythium perplexum
NESO_4-29_R2,275904,20.16,25076.96,214.33,Set_7-3,NESO_4-29,R2,Set_7,Pythium perplexum
NESO_4-29_R2,220697,16.12,19175.18,163.89,Set_7-3,NESO_4-29,R2,Set_7,Pythium perplexum
NESO_4-29_R3,173630,12.68,16280.22,139.15,Set_7-3,NESO_4-29,R3,Set_7,Pythium perplexum
NESO_4-29_R3,227747,16.64,20431.9,174.63,Set_7-3,NESO_4-29,R3,Set_7,Pythium perplexum
NESO_4-29_R3,221109,16.15,18091.36,154.63,Set_7-3,NESO_4-29,R3,Set_7,Pythium perplexum
NESO_4-29_R3,239323,17.48,22827.33,195.11,Set_7-3,NESO_4-29,R3,Set_7,Pythium perplexum
NESO_4-29_R3,176540,12.9,19378.6,165.63,Set_7-3,NESO_4-29,R3,Set_7,Pythium perplexum
V-INSO2_2-52_R1,152103,11.11,14164.73,121.07,Set_7-3,V-INSO2_2-52,R1,Set_7,Pythium nodosum
V-INSO2_2-52_R1,84305,6.16,10521.27,89.93,Set_7-3,V-INSO2_2-52,R1,Set_7,Pythium nodosum
V-INSO2_2-52_R1,157572,11.51,17259.41,147.52,Set_7-3,V-INSO2_2-52,R1,Set_7,Pythium nodosum
V-INSO2_2-52_R1,165827,12.11,16914.14,144.57,Set_7-3,V-INSO2_2-52,R1,Set_7,Pythium nodosum
V-INSO2_2-52_R1,118292,8.64,11778.83,100.67,Set_7-3,V-INSO2_2-52,R1,Set_7,Pythium nodosum
V-INSO2_2-52_R2,163501,11.94,16244.71,138.84,Set_7-3,V-INSO2_2-52,R2,Set_7,Pythium nodosum
V-INSO2_2-52_R2,210933,15.41,19235.74,164.41,Set_7-3,V-INSO2_2-52,R2,Set_7,Pythium nodosum
V-INSO2_2-52_R2,150910,11.02,13968.34,119.39,Set_7-3,V-INSO2_2-52,R2,Set_7,Pythium nodosum
V-INSO2_2-52_R2,210726,15.39,20436.86,174.67,Set_7-3,V-INSO2_2-52,R2,Set_7,Pythium nodosum
V-INSO2_2-52_R2,107283,7.84,11978.69,102.38,Set_7-3,V-INSO2_2-52,R2,Set_7,Pythium nodosum
V-INSO2_2-52_R3,257055,18.78,24674.12,210.89,Set_7-3,V-INSO2_2-52,R3,Set_7,Pythium nodosum
V-INSO2_2-52_R3,127822,9.34,12315.52,105.26,Set_7-3,V-INSO2_2-52,R3,Set_7,Pythium nodosum
V-INSO2_2-52_R3,195703,14.3,19543.21,167.04,Set_7-3,V-INSO2_2-52,R3,Set_7,Pythium nodosum
V-INSO2_2-52_R3,195020,14.25,18659.83,159.49,Set_7-3,V-INSO2_2-52,R3,Set_7,Pythium nodosum
V-INSO2_2-52_R3,265927,19.43,21572.5,184.38,Set_7-3,V-INSO2_2-52,R3,Set_7,Pythium nodosum
V-MISO2_2-57_R1,196792,14.38,21924.24,187.39,Set_7-3,V-MISO2_2-57,R1,Set_7,Pythium perplexum
V-MISO2_2-57_R1,127427,9.31,15775.67,134.83,Set_7-3,V-MISO2_2-57,R1,Set_7,Pythium perplexum
V-MISO2_2-57_R1,325264,23.76,31508.4,269.3,Set_7-3,V-MISO2_2-57,R1,Set_7,Pythium perplexum
V-MISO2_2-57_R1,175238,12.8,18921.37,161.72,Set_7-3,V-MISO2_2-57,R1,Set_7,Pythium perplexum
V-MISO2_2-57_R1,134259,9.81,16301.42,139.33,Set_7-3,V-MISO2_2-57,R1,Set_7,Pythium perplexum
V-MISO2_2-57_R2,281435,20.56,26059.58,222.73,Set_7-3,V-MISO2_2-57,R2,Set_7,Pythium perplexum
V-MISO2_2-57_R2,222575,16.26,22148.02,189.3,Set_7-3,V-MISO2_2-57,R2,Set_7,Pythium perplexum
V-MISO2_2-57_R2,208380,15.22,17934.4,153.29,Set_7-3,V-MISO2_2-57,R2,Set_7,Pythium perplexum
V-MISO2_2-57_R2,311757,22.77,32330.36,276.33,Set_7-3,V-MISO2_2-57,R2,Set_7,Pythium perplexum
V-MISO2_2-57_R2,199511,14.57,14910.54,127.44,Set_7-3,V-MISO2_2-57,R2,Set_7,Pythium perplexum
V-MISO2_2-57_R3,137501,10.04,15287.35,130.66,Set_7-3,V-MISO2_2-57,R3,Set_7,Pythium perplexum
V-MISO2_2-57_R3,138987,10.15,15384.28,131.49,Set_7-3,V-MISO2_2-57,R3,Set_7,Pythium perplexum
V-MISO2_2-57_R3,197437,14.42,19589.12,167.43,Set_7-3,V-MISO2_2-57,R3,Set_7,Pythium perplexum
V-MISO2_2-57_R3,161162,11.77,17172.71,146.78,Set_7-3,V-MISO2_2-57,R3,Set_7,Pythium perplexum
V-MISO2_2-57_R3,263277,19.23,22076.25,188.69,Set_7-3,V-MISO2_2-57,R3,Set_7,Pythium perplexum
V-MNSO2_3-63_R1,60683,4.43,7016.2,59.97,Set_7-3,V-MNSO2_3-63,R1,Set_7,Pythium inflatum
V-MNSO2_3-63_R1,74661,5.45,8474.79,72.43,Set_7-3,V-MNSO2_3-63,R1,Set_7,Pythium inflatum
V-MNSO2_3-63_R1,161771,11.82,16754.43,143.2,Set_7-3,V-MNSO2_3-63,R1,Set_7,Pythium inflatum
V-MNSO2_3-63_R1,242057,17.68,26063.88,222.77,Set_7-3,V-MNSO2_3-63,R1,Set_7,Pythium inflatum
V-MNSO2_3-63_R1,188633,13.78,19152.75,163.7,Set_7-3,V-MNSO2_3-63,R1,Set_7,Pythium inflatum
V-MNSO2_3-63_R2,238287,17.41,21701.27,185.48,Set_7-3,V-MNSO2_3-63,R2,Set_7,Pythium inflatum
V-MNSO2_3-63_R2,125207,9.15,12535.65,107.14,Set_7-3,V-MNSO2_3-63,R2,Set_7,Pythium inflatum
V-MNSO2_3-63_R2,20225,1.48,2811.68,24.03,Set_7-3,V-MNSO2_3-63,R2,Set_7,Pythium inflatum
V-MNSO2_3-63_R2,190284,13.9,20812.63,177.89,Set_7-3,V-MNSO2_3-63,R2,Set_7,Pythium inflatum
V-MNSO2_3-63_R2,0,0,0,0,Set_7-3,V-MNSO2_3-63,R2,Set_7,Pythium inflatum
V-MNSO2_3-63_R3,115298,8.42,10924.74,93.37,Set_7-3,V-MNSO2_3-63,R3,Set_7,Pythium inflatum
V-MNSO2_3-63_R3,172130,12.57,17368.37,148.45,Set_7-3,V-MNSO2_3-63,R3,Set_7,Pythium inflatum
V-MNSO2_3-63_R3,219738,16.05,22750.02,194.44,Set_7-3,V-MNSO2_3-63,R3,Set_7,Pythium inflatum
V-MNSO2_3-63_R3,84865,6.2,7499.08,64.09,Set_7-3,V-MNSO2_3-63,R3,Set_7,Pythium inflatum
V-MNSO2_3-63_R3,68668,5.02,6162.79,52.67,Set_7-3,V-MNSO2_3-63,R3,Set_7,Pythium inflatum
V-NESO2_6-56_R1,236280,17.26,24561.37,209.93,Set_7-3,V-NESO2_6-56,R1,Set_7,Pythium nodosum
V-NESO2_6-56_R1,172848,12.63,16970.03,145.04,Set_7-3,V-NESO2_6-56,R1,Set_7,Pythium nodosum
V-NESO2_6-56_R1,273574,19.98,26243.11,224.3,Set_7-3,V-NESO2_6-56,R1,Set_7,Pythium nodosum
V-NESO2_6-56_R1,214550,15.67,21363.59,182.59,Set_7-3,V-NESO2_6-56,R1,Set_7,Pythium nodosum
V-NESO2_6-56_R1,282443,20.63,25979.71,222.05,Set_7-3,V-NESO2_6-56,R1,Set_7,Pythium nodosum
V-NESO2_6-56_R2,129799,9.48,15495.06,132.44,Set_7-3,V-NESO2_6-56,R2,Set_7,Pythium nodosum
V-NESO2_6-56_R2,123001,8.99,15777.11,134.85,Set_7-3,V-NESO2_6-56,R2,Set_7,Pythium nodosum
V-NESO2_6-56_R2,105397,7.7,11662.21,99.68,Set_7-3,V-NESO2_6-56,R2,Set_7,Pythium nodosum
V-NESO2_6-56_R2,200426,14.64,21004.9,179.53,Set_7-3,V-NESO2_6-56,R2,Set_7,Pythium nodosum
V-NESO2_6-56_R2,122228,8.93,13235.35,113.12,Set_7-3,V-NESO2_6-56,R2,Set_7,Pythium nodosum
V-NESO2_6-56_R3,191673,14,19620.54,167.7,Set_7-3,V-NESO2_6-56,R3,Set_7,Pythium nodosum
V-NESO2_6-56_R3,147773,10.8,16705.16,142.78,Set_7-3,V-NESO2_6-56,R3,Set_7,Pythium nodosum
V-NESO2_6-56_R3,182675,13.34,18146.44,155.1,Set_7-3,V-NESO2_6-56,R3,Set_7,Pythium nodosum
V-NESO2_6-56_R3,161233,11.78,16769.41,143.33,Set_7-3,V-NESO2_6-56,R3,Set_7,Pythium nodosum
V-NESO2_6-56_R3,181510,13.26,19033.38,162.68,Set_7-3,V-NESO2_6-56,R3,Set_7,Pythium nodosum
AR_96.S.2.1.A_R1,21425,1.44,2136.52,17.66,Set_7-4,AR_96.S.2.1.A,R1,Set_7,Pythium spinosum
AR_96.S.2.1.A_R1,18915,1.27,1266.31,10.47,Set_7-4,AR_96.S.2.1.A,R1,Set_7,Pythium spinosum
AR_96.S.2.1.A_R1,40866,2.75,3736.93,30.88,Set_7-4,AR_96.S.2.1.A,R1,Set_7,Pythium spinosum
AR_96.S.2.1.A_R1,13308,0.89,935.6,7.73,Set_7-4,AR_96.S.2.1.A,R1,Set_7,Pythium spinosum
AR_96.S.2.1.A_R1,54368,3.65,4854.95,40.12,Set_7-4,AR_96.S.2.1.A,R1,Set_7,Pythium spinosum
AR_96.S.2.1.A_R2,56977,3.83,4872.95,40.27,Set_7-4,AR_96.S.2.1.A,R2,Set_7,Pythium spinosum
AR_96.S.2.1.A_R2,21817,1.47,1711.75,14.15,Set_7-4,AR_96.S.2.1.A,R2,Set_7,Pythium spinosum
AR_96.S.2.1.A_R2,7672,0.52,633.36,5.23,Set_7-4,AR_96.S.2.1.A,R2,Set_7,Pythium spinosum
AR_96.S.2.1.A_R2,18888,1.27,2367.49,19.57,Set_7-4,AR_96.S.2.1.A,R2,Set_7,Pythium spinosum
AR_96.S.2.1.A_R2,29611,1.99,4073.33,33.66,Set_7-4,AR_96.S.2.1.A,R2,Set_7,Pythium spinosum
AR_96.S.2.1.A_R3,27538,1.85,3288.7,27.18,Set_7-4,AR_96.S.2.1.A,R3,Set_7,Pythium spinosum
AR_96.S.2.1.A_R3,33496,2.25,3915.95,32.36,Set_7-4,AR_96.S.2.1.A,R3,Set_7,Pythium spinosum
AR_96.S.2.1.A_R3,90609,6.09,9269.29,76.61,Set_7-4,AR_96.S.2.1.A,R3,Set_7,Pythium spinosum
AR_96.S.2.1.A_R3,46218,3.11,5451.45,45.05,Set_7-4,AR_96.S.2.1.A,R3,Set_7,Pythium spinosum
AR_96.S.2.1.A_R3,71509,4.8,6749.25,55.78,Set_7-4,AR_96.S.2.1.A,R3,Set_7,Pythium spinosum
AR.171_S.1.2.A_R1,237578,15.96,23789.78,196.61,Set_7-4,AR.171_S.1.2.A,R1,Set_7,Pythium paroecandrum
AR.171_S.1.2.A_R1,127803,8.59,14993.6,123.91,Set_7-4,AR.171_S.1.2.A,R1,Set_7,Pythium paroecandrum
AR.171_S.1.2.A_R1,127029,8.54,14215.1,117.48,Set_7-4,AR.171_S.1.2.A,R1,Set_7,Pythium paroecandrum
AR.171_S.1.2.A_R1,181951,12.23,17334.26,143.26,Set_7-4,AR.171_S.1.2.A,R1,Set_7,Pythium paroecandrum
AR.171_S.1.2.A_R1,196939,13.23,20236.79,167.25,Set_7-4,AR.171_S.1.2.A,R1,Set_7,Pythium paroecandrum
AR.171_S.1.2.A_R2,188110,12.64,21284.39,175.9,Set_7-4,AR.171_S.1.2.A,R2,Set_7,Pythium paroecandrum
AR.171_S.1.2.A_R2,285138,19.16,26798.13,221.47,Set_7-4,AR.171_S.1.2.A,R2,Set_7,Pythium paroecandrum
AR.171_S.1.2.A_R2,154677,10.39,13974.87,115.49,Set_7-4,AR.171_S.1.2.A,R2,Set_7,Pythium paroecandrum
AR.171_S.1.2.A_R2,207001,13.91,17421.06,143.98,Set_7-4,AR.171_S.1.2.A,R2,Set_7,Pythium paroecandrum
AR.171_S.1.2.A_R2,140678,9.45,17831.91,147.37,Set_7-4,AR.171_S.1.2.A,R2,Set_7,Pythium paroecandrum
AR.171_S.1.2.A_R3,120525,8.1,12293.19,101.6,Set_7-4,AR.171_S.1.2.A,R3,Set_7,Pythium paroecandrum
AR.171_S.1.2.A_R3,123279,8.28,14785.52,122.19,Set_7-4,AR.171_S.1.2.A,R3,Set_7,Pythium paroecandrum
AR.171_S.1.2.A_R3,248303,16.68,25345.18,209.46,Set_7-4,AR.171_S.1.2.A,R3,Set_7,Pythium paroecandrum
AR.171_S.1.2.A_R3,153781,10.33,15477.51,127.91,Set_7-4,AR.171_S.1.2.A,R3,Set_7,Pythium paroecandrum
AR.171_S.1.2.A_R3,231392,15.55,21101.36,174.39,Set_7-4,AR.171_S.1.2.A,R3,Set_7,Pythium paroecandrum
C-ARSO2_5-15_R1,134796,9.06,15257.04,126.09,Set_7-4,C-ARSO2_5-15,R1,Set_7,Pythium paroecandrum
C-ARSO2_5-15_R1,147795,9.93,17128.24,141.56,Set_7-4,C-ARSO2_5-15,R1,Set_7,Pythium paroecandrum
C-ARSO2_5-15_R1,113845,7.65,12378.17,102.3,Set_7-4,C-ARSO2_5-15,R1,Set_7,Pythium paroecandrum
C-ARSO2_5-15_R1,169646,11.4,16371.09,135.3,Set_7-4,C-ARSO2_5-15,R1,Set_7,Pythium paroecandrum
C-ARSO2_5-15_R1,197881,13.3,20004.12,165.32,Set_7-4,C-ARSO2_5-15,R1,Set_7,Pythium paroecandrum
C-ARSO2_5-15_R2,225351,15.14,24652.2,203.74,Set_7-4,C-ARSO2_5-15,R2,Set_7,Pythium paroecandrum
C-ARSO2_5-15_R2,95442,6.41,11019.51,91.07,Set_7-4,C-ARSO2_5-15,R2,Set_7,Pythium paroecandrum
C-ARSO2_5-15_R2,191681,12.88,23132.44,191.18,Set_7-4,C-ARSO2_5-15,R2,Set_7,Pythium paroecandrum
C-ARSO2_5-15_R2,92802,6.24,8854.97,73.18,Set_7-4,C-ARSO2_5-15,R2,Set_7,Pythium paroecandrum
C-ARSO2_5-15_R2,194100,13.04,22504.04,185.98,Set_7-4,C-ARSO2_5-15,R2,Set_7,Pythium paroecandrum
C-ARSO2_5-15_R3,201727,13.55,21216.33,175.34,Set_7-4,C-ARSO2_5-15,R3,Set_7,Pythium paroecandrum
C-ARSO2_5-15_R3,211192,14.19,22993.3,190.03,Set_7-4,C-ARSO2_5-15,R3,Set_7,Pythium paroecandrum
C-ARSO2_5-15_R3,193244,12.98,17209.46,142.23,Set_7-4,C-ARSO2_5-15,R3,Set_7,Pythium paroecandrum
C-ARSO2_5-15_R3,138633,9.31,14577.87,120.48,Set_7-4,C-ARSO2_5-15,R3,Set_7,Pythium paroecandrum
C-ARSO2_5-15_R3,86050,5.78,10554.24,87.23,Set_7-4,C-ARSO2_5-15,R3,Set_7,Pythium paroecandrum
C-IASO2_1-13_R1,193669,13.01,21090.91,174.31,Set_7-4,C-IASO2_1-13,R1,Set_7,Pythium rostratifingens
C-IASO2_1-13_R1,47410,3.19,5756,47.57,Set_7-4,C-IASO2_1-13,R1,Set_7,Pythium rostratifingens
C-IASO2_1-13_R1,82012,5.51,9390.65,77.61,Set_7-4,C-IASO2_1-13,R1,Set_7,Pythium rostratifingens
C-IASO2_1-13_R1,151830,10.2,13654.41,112.85,Set_7-4,C-IASO2_1-13,R1,Set_7,Pythium rostratifingens
C-IASO2_1-13_R1,142782,9.59,16207.34,133.94,Set_7-4,C-IASO2_1-13,R1,Set_7,Pythium rostratifingens
C-IASO2_1-13_R2,201085,13.51,23646.88,195.43,Set_7-4,C-IASO2_1-13,R2,Set_7,Pythium rostratifingens
