"","Species","Isolate","Set","Rep","area.r","length.r","Weight.per.root","Weight.per.plant","r_s"
"267","Phytophthora sojae","IASO_3-41.17","Set_1-2","R3",6.052,69.65,44,164,0.268292682926829
"268","Phytophthora sojae","IASO_3-41.17","Set_1-3","R1",1.218,12.02,6,124,0.0483870967741935
"269","Phytophthora sojae","IASO_3-41.17","Set_1-3","R2",1.272,13.202,12,132,0.0909090909090909
"270","Phytophthora sojae","IASO_3-41.17","Set_1-3","R3",1.915,28.0366666666667,14,118,0.11864406779661
"271","Phytophthora sojae","IASO_8-13.10","Set_1-1","R1",0.616,9.274,4,138,0.0289855072463768
"272","Phytophthora sojae","IASO_8-13.10","Set_1-1","R2",0.382,2.458,2,94,0.0212765957446809
"273","Phytophthora sojae","IASO_8-13.10","Set_1-1","R3",0.286,2.408,4,124,0.032258064516129
"274","Phytophthora sojae","IASO_8-13.10","Set_1-2","R1",3.874,50.902,44,142,0.309859154929577
"275","Phytophthora sojae","IASO_8-13.10","Set_1-2","R2",3.878,48.426,38,156,0.243589743589744
"276","Phytophthora sojae","IASO_8-13.10","Set_1-2","R3",6.74166666666667,83.1716666666667,62,168,0.369047619047619
"277","Phytophthora sojae","IASO_8-13.10","Set_1-3","R1",1.32,13.016,4,108,0.037037037037037
"278","Phytophthora sojae","IASO_8-13.10","Set_1-3","R2",0.994,11.498,12,148,0.0810810810810811
"279","Phytophthora sojae","IASO_8-13.10","Set_1-3","R3",0.834,9.354,20,166,0.120481927710843
"280","Phytophthora sojae","V-SDSO2_1-53","Set_1-1","R1",5.206,73.21,46,172,0.267441860465116
"281","Phytophthora sojae","V-SDSO2_1-53","Set_1-1","R2",3.696,59.866,42,148,0.283783783783784
"282","Phytophthora sojae","V-SDSO2_1-53","Set_1-1","R3",1.61,33.082,26,144,0.180555555555556
"283","Phytophthora sojae","V-SDSO2_1-53","Set_1-2","R1",2.87,42.06,18,166,0.108433734939759
"284","Phytophthora sojae","V-SDSO2_1-53","Set_1-2","R2",5.664,86.138,60,176,0.340909090909091
"285","Phytophthora sojae","V-SDSO2_1-53","Set_1-2","R3",1.356,17.462,28,148,0.189189189189189
"286","Phytophthora sojae","V-SDSO2_1-53","Set_1-3","R1",0.458,3.284,6,94,0.0638297872340425
"287","Phytophthora sojae","V-SDSO2_1-53","Set_1-3","R2",0.534,3.878,12,88,0.136363636363636
"288","Phytophthora sojae","V-SDSO2_1-53","Set_1-3","R3",0.55,4.55166666666667,4,104,0.0384615384615385
"289","Phytophthora sp.","V-NESO2_6-43","Set_2-1","R1",6.872,58.732,34,168,0.202380952380952
"290","Phytophthora sp.","V-NESO2_6-43","Set_2-1","R2",5.496,47.224,32,34,0.941176470588235
"291","Phytophthora sp.","V-NESO2_6-43","Set_2-1","R3",8.004,66.354,30,138,0.217391304347826
"292","Phytophthora sp.","V-NESO2_6-43","Set_2-2","R1",5.586,73.132,48,146,0.328767123287671
"293","Phytophthora sp.","V-NESO2_6-43","Set_2-2","R2",8.96333333333333,104.09,56,166,0.337349397590361
"294","Phytophthora sp.","V-NESO2_6-43","Set_2-2","R3",5.438,73.31,38,162,0.234567901234568
"295","Phytophthora sp.","V-NESO2_6-43","Set_2-3","R1",7.096,89.16,56,162,0.345679012345679
"296","Phytophthora sp.","V-NESO2_6-43","Set_2-3","R2",10.5,120.824,60,218,0.275229357798165
"297","Phytophthora sp.","V-NESO2_6-43","Set_2-3","R3",7.514,85.514,44,166,0.265060240963855
"298","Phytopythium aff. vexans","C-KSSO2_5-19","Set_2-1","R1",6.572,63.392,38,144,0.263888888888889
"299","Phytopythium aff. vexans","C-KSSO2_5-19","Set_2-1","R2",6.144,56.946,40,138,0.289855072463768
"300","Phytopythium aff. vexans","C-KSSO2_5-19","Set_2-1","R3",3.016,29.154,30,148,0.202702702702703
"301","Phytopythium aff. vexans","C-KSSO2_5-19","Set_2-2","R1",4.992,59.912,36,152,0.236842105263158
"302","Phytopythium aff. vexans","C-KSSO2_5-19","Set_2-2","R2",3.878,55.77,48,142,0.338028169014085
"303","Phytopythium aff. vexans","C-KSSO2_5-19","Set_2-2","R3",1.928,21.016,26,112,0.232142857142857
"304","Phytopythium aff. vexans","C-KSSO2_5-19","Set_2-3","R1",4.58,62.916,38,128,0.296875
"305","Phytopythium aff. vexans","C-KSSO2_5-19","Set_2-3","R2",5.386,69.224,46,134,0.343283582089552
"306","Phytopythium aff. vexans","C-KSSO2_5-19","Set_2-3","R3",6.262,79.682,54,168.2,0.321046373365042
"307","Phytopythium aff. vexans","V-KSSO2_3-5","Set_2-1","R1",7.338,65.89,34,146,0.232876712328767
"308","Phytopythium aff. vexans","V-KSSO2_3-5","Set_2-1","R2",8.598,74.814,52,156,0.333333333333333
"309","Phytopythium aff. vexans","V-KSSO2_3-5","Set_2-1","R3",5.12,45.676,32,122,0.262295081967213
"310","Phytopythium aff. vexans","V-KSSO2_3-5","Set_2-2","R1",2.12666666666667,28.675,34,150,0.226666666666667
"311","Phytopythium aff. vexans","V-KSSO2_3-5","Set_2-2","R2",2.122,23.026,32,142,0.225352112676056
"312","Phytopythium aff. vexans","V-KSSO2_3-5","Set_2-2","R3",3.408,46.662,28,136,0.205882352941176
"313","Phytopythium aff. vexans","V-KSSO2_3-5","Set_2-3","R1",5.792,71.31,46,150,0.306666666666667
"314","Phytopythium aff. vexans","V-KSSO2_3-5","Set_2-3","R2",3.718,54.152,32,120,0.266666666666667
"315","Phytopythium aff. vexans","V-KSSO2_3-5","Set_2-3","R3",5.66,76.042,44,156,0.282051282051282
"316","Phytopythium helicoides","NESO_4-42","Set_2-1","R1",4.012,37.618,32,134,0.238805970149254
"317","Phytopythium helicoides","NESO_4-42","Set_2-1","R2",4.636,41.938,42,154,0.272727272727273
"318","Phytopythium helicoides","NESO_4-42","Set_2-1","R3",2.732,25.04,24,136,0.176470588235294
"319","Phytopythium helicoides","NESO_4-42","Set_2-2","R1",2.544,32.574,46,142,0.323943661971831
"320","Phytopythium helicoides","NESO_4-42","Set_2-2","R2",4.07,52.872,46,144,0.319444444444444
"321","Phytopythium helicoides","NESO_4-42","Set_2-2","R3",2.312,26.238,24,100,0.24
"322","Phytopythium helicoides","NESO_4-42","Set_2-3","R1",2.206,25.884,26,86,0.302325581395349
"323","Phytopythium helicoides","NESO_4-42","Set_2-3","R2",4.184,53.028,32,134,0.238805970149254
"324","Phytopythium helicoides","NESO_4-42","Set_2-3","R3",3.354,43.088,28,158,0.177215189873418
"325","Phytopythium helicoides","V-ARSO2_5-55","Set_2-1","R1",7.032,60.364,38,158,0.240506329113924
"326","Phytopythium helicoides","V-ARSO2_5-55","Set_2-1","R2",4.828,44.128,36,142,0.253521126760563
"327","Phytopythium helicoides","V-ARSO2_5-55","Set_2-1","R3",6.52,59.676,44,156,0.282051282051282
"328","Phytopythium helicoides","V-ARSO2_5-55","Set_2-2","R1",3.77,40.284,42,150,0.28
"329","Phytopythium helicoides","V-ARSO2_5-55","Set_2-2","R2",3.68,38.192,38,140,0.271428571428571
"330","Phytopythium helicoides","V-ARSO2_5-55","Set_2-2","R3",3.69,51.55,42,134,0.313432835820896
"331","Phytopythium helicoides","V-ARSO2_5-55","Set_2-3","R1",3.574,47.622,36,176,0.204545454545455
"332","Phytopythium helicoides","V-ARSO2_5-55","Set_2-3","R2",2.998,36.108,40,150,0.266666666666667
"333","Phytopythium helicoides","V-ARSO2_5-55","Set_2-3","R3",2.152,24.044,34,152,0.223684210526316
"334","Phytopythium litorale","C-KSSO2_1-25","Set_5-1","R1",2.976,42.52,30,76,0.394736842105263
"335","Phytopythium litorale","C-KSSO2_1-25","Set_5-1","R2",7.004,96.986,54,116,0.46551724137931
"336","Phytopythium litorale","C-KSSO2_1-25","Set_5-1","R3",6.9,92.1225,44,90,0.488888888888889
"337","Phytopythium litorale","C-KSSO2_1-25","Set_5-2","R1",3.524,40.678,54,166,0.325301204819277
"338","Phytopythium litorale","C-KSSO2_1-25","Set_5-2","R2",2.278,25.558,58,164,0.353658536585366
"339","Phytopythium litorale","C-KSSO2_1-25","Set_5-2","R3",2.474,31.094,46,156,0.294871794871795
"340","Phytopythium litorale","C-KSSO2_1-25","Set_5-3","R1",7.428,84.516,44,146,0.301369863013699
"341","Phytopythium litorale","C-KSSO2_1-25","Set_5-3","R2",6.452,75.854,52,134,0.388059701492537
"342","Phytopythium litorale","C-KSSO2_1-25","Set_5-3","R3",7.372,86.334,60,160,0.375
"343","Phytopythium litorale","V-IASO2_6-55","Set_5-1","R1",6.124,79.81,66,144,0.458333333333333
"344","Phytopythium litorale","V-IASO2_6-55","Set_5-1","R2",4.01,53.758,52,146,0.356164383561644
"345","Phytopythium litorale","V-IASO2_6-55","Set_5-1","R3",5.642,77.864,56,148,0.378378378378378
"346","Phytopythium litorale","V-IASO2_6-55","Set_5-2","R1",2.76,36.45,54,176,0.306818181818182
"347","Phytopythium litorale","V-IASO2_6-55","Set_5-2","R2",4.124,52.69,56,162,0.345679012345679
"348","Phytopythium litorale","V-IASO2_6-55","Set_5-2","R3",3.522,42.72,60,192,0.3125
"349","Phytopythium litorale","V-IASO2_6-55","Set_5-3","R1",5.552,61.67,56,168,0.333333333333333
"350","Phytopythium litorale","V-IASO2_6-55","Set_5-3","R2",6.822,87.894,74,184,0.402173913043478
"351","Phytopythium litorale","V-IASO2_6-55","Set_5-3","R3",7.772,93.894,62,182,0.340659340659341
"352","Phytopythium litorale","V-NDSO2_6-55","Set_5-1","R1",5.44,64.42,46,94,0.48936170212766
"353","Phytopythium litorale","V-NDSO2_6-55","Set_5-1","R2",5.476,67.448,60,116,0.517241379310345
"354","Phytopythium litorale","V-NDSO2_6-55","Set_5-1","R3",5.224,67.168,52,130,0.4
"355","Phytopythium litorale","V-NDSO2_6-55","Set_5-2","R1",3.61,48.378,48,166,0.289156626506024
"356","Phytopythium litorale","V-NDSO2_6-55","Set_5-2","R2",3.374,34.7,50,148,0.337837837837838
"357","Phytopythium litorale","V-NDSO2_6-55","Set_5-2","R3",1.584,18.468,40,158,0.253164556962025
"358","Phytopythium litorale","V-NDSO2_6-55","Set_5-3","R1",6.378,81.282,46,178,0.258426966292135
"359","Phytopythium litorale","V-NDSO2_6-55","Set_5-3","R2",6.914,84.926,64,158,0.40506329113924
"360","Phytopythium litorale","V-NDSO2_6-55","Set_5-3","R3",6.31,76.27,60,146,0.410958904109589
"361","Phytopythium megacarpum","V-MISO2_6-46","Set_2-1","R1",5.62,53.56,34,130,0.261538461538462
"362","Phytopythium megacarpum","V-MISO2_6-46","Set_2-1","R2",5.9,49.212,34,156,0.217948717948718
"363","Phytopythium megacarpum","V-MISO2_6-46","Set_2-1","R3",8.034,69.482,32,132,0.242424242424242
"364","Phytopythium megacarpum","V-MISO2_6-46","Set_2-2","R1",2.908,35.166,24,138,0.173913043478261
"365","Phytopythium megacarpum","V-MISO2_6-46","Set_2-2","R2",3.02333333333333,37.91,32,142,0.225352112676056
"366","Phytopythium megacarpum","V-MISO2_6-46","Set_2-2","R3",4.404,56.004,32,120,0.266666666666667
"367","Phytopythium megacarpum","V-MISO2_6-46","Set_2-3","R1",6.824,87.636,52,154,0.337662337662338
"368","Phytopythium megacarpum","V-MISO2_6-46","Set_2-3","R2",6.508,83.488,42,170,0.247058823529412
"369","Phytopythium megacarpum","V-MISO2_6-46","Set_2-3","R3",4.712,62.992,44,166,0.265060240963855
"370","Pythiogeton sp.","V-MNSO2_2-64","Set_2-1","R1",6.662,57.196,34,146,0.232876712328767
"371","Pythiogeton sp.","V-MNSO2_2-64","Set_2-1","R2",8.56,72.396,40,168,0.238095238095238
"372","Pythiogeton sp.","V-MNSO2_2-64","Set_2-1","R3",5.316,46.48,30,142,0.211267605633803
"373","Pythiogeton sp.","V-MNSO2_2-64","Set_2-2","R1",5.25666666666667,66.0166666666667,36,146,0.246575342465753
"374","Pythiogeton sp.","V-MNSO2_2-64","Set_2-2","R2",2.798,37.69,28,132,0.212121212121212
"375","Pythiogeton sp.","V-MNSO2_2-64","Set_2-2","R3",4.28,50.322,40,152,0.263157894736842
"376","Pythiogeton sp.","V-MNSO2_2-64","Set_2-3","R1",3.894,51.81,58,168,0.345238095238095
"377","Pythiogeton sp.","V-MNSO2_2-64","Set_2-3","R2",3.504,46.702,30,136,0.220588235294118
"378","Pythiogeton sp.","V-MNSO2_2-64","Set_2-3","R3",3.292,37.944,32,156,0.205128205128205
"379","Pythium acanthicum","C-KSSO2_5-11","Set_7-1","R1",6.408,87.008,42,138,0.304347826086957
"380","Pythium acanthicum","C-KSSO2_5-11","Set_7-1","R2",9.628,123.586,58,178,0.325842696629214
"381","Pythium acanthicum","C-KSSO2_5-11","Set_7-1","R3",9.918,129.71,66,174,0.379310344827586
"382","Pythium acanthicum","C-KSSO2_5-11","Set_7-2","R1",9.698,102.79,78,194,0.402061855670103
"383","Pythium acanthicum","C-KSSO2_5-11","Set_7-2","R2",7.184,88.214,56,174,0.32183908045977
"384","Pythium acanthicum","C-KSSO2_5-11","Set_7-2","R3",7.214,93.032,66,176,0.375
"385","Pythium acanthicum","C-KSSO2_5-11","Set_7-3","R1",11.768,150.454,66,176,0.375
"386","Pythium acanthicum","C-KSSO2_5-11","Set_7-3","R2",14.16,156.542,86,180,0.477777777777778
"387","Pythium acanthicum","C-KSSO2_5-11","Set_7-3","R3",16.31,168.936,110,204,0.53921568627451
"388","Pythium acanthicum","C-MISO2_4-16","Set_7-1","R1",9.678,127.474,62,166,0.373493975903614
"389","Pythium acanthicum","C-MISO2_4-16","Set_7-1","R2",9.006,121.218,60,168,0.357142857142857
"390","Pythium acanthicum","C-MISO2_4-16","Set_7-1","R3",9.934,129.662,62,164,0.378048780487805
"391","Pythium acanthicum","C-MISO2_4-16","Set_7-2","R1",8.998,96.13,62,168,0.369047619047619
"392","Pythium acanthicum","C-MISO2_4-16","Set_7-2","R2",9.768,106.614,80,214,0.373831775700935
"393","Pythium acanthicum","C-MISO2_4-16","Set_7-2","R3",5.176,58.85,48,136,0.352941176470588
"394","Pythium acanthicum","C-MISO2_4-16","Set_7-3","R1",11.782,149.892,78,178,0.438202247191011
"395","Pythium acanthicum","C-MISO2_4-16","Set_7-3","R2",11.606,154.61,86,200,0.43
"396","Pythium acanthicum","C-MISO2_4-16","Set_7-3","R3",14.152,154.376,94,206,0.456310679611651
"397","Pythium acanthicum","NDSO_L_4-9","Set_7-1","R1",4.026,65.428,32,138,0.231884057971014
"398","Pythium acanthicum","NDSO_L_4-9","Set_7-1","R2",9.82,126.228,58,158,0.367088607594937
"399","Pythium acanthicum","NDSO_L_4-9","Set_7-1","R3",8.604,111.67,70,166,0.421686746987952
"400","Pythium acanthicum","NDSO_L_4-9","Set_7-2","R1",9.686,116.144,62,164,0.378048780487805
"401","Pythium acanthicum","NDSO_L_4-9","Set_7-2","R2",5.848,66.03,44,128,0.34375
"402","Pythium acanthicum","NDSO_L_4-9","Set_7-2","R3",6.028,62.878,60,162,0.37037037037037
"403","Pythium acanthicum","NDSO_L_4-9","Set_7-3","R1",12.994,162.308,78,182,0.428571428571429
"404","Pythium acanthicum","NDSO_L_4-9","Set_7-3","R2",17.306,188.736,102,220,0.463636363636364
"405","Pythium acanthicum","NDSO_L_4-9","Set_7-3","R3",15.758,176.696,96,186,0.516129032258065
"406","Pythium acanthophoron","C-ARSO2_4-13","Set_2-1","R1",10.838,84.364,66,184,0.358695652173913
"407","Pythium acanthophoron","C-ARSO2_4-13","Set_2-1","R2",10.202,82.734,34,128,0.265625
"408","Pythium acanthophoron","C-ARSO2_4-13","Set_2-1","R3",11.614,88.642,50,150,0.333333333333333
"409","Pythium acanthophoron","C-ARSO2_4-13","Set_2-2","R1",4.846,66.848,36,128,0.28125
"410","Pythium acanthophoron","C-ARSO2_4-13","Set_2-2","R2",8.715,100.375,70,170,0.411764705882353
"411","Pythium acanthophoron","C-ARSO2_4-13","Set_2-2","R3",4.396,48.68,38,144,0.263888888888889
"412","Pythium acanthophoron","C-ARSO2_4-13","Set_2-3","R1",9.044,116.896,56,160,0.35
"413","Pythium acanthophoron","C-ARSO2_4-13","Set_2-3","R2",10.994,134.388,58,170,0.341176470588235
"414","Pythium acanthophoron","C-ARSO2_4-13","Set_2-3","R3",10,118.766,88,200,0.44
"415","Pythium acrogynum","C-ARSO2_6-19","Set_4-1","R1",7.49,56.418,82,178,0.460674157303371
"416","Pythium acrogynum","C-ARSO2_6-19","Set_4-1","R2",5.466,65.29,74,196,0.377551020408163
"417","Pythium acrogynum","C-ARSO2_6-19","Set_4-1","R3",3.87,27.162,66,178,0.370786516853933
"418","Pythium acrogynum","C-ARSO2_6-19","Set_4-2","R1",6.696,80.08,58,144,0.402777777777778
"419","Pythium acrogynum","C-ARSO2_6-19","Set_4-2","R2",6.462,68.5,68,158,0.430379746835443
"420","Pythium acrogynum","C-ARSO2_6-19","Set_4-2","R3",4.478,57.5,52,142,0.366197183098592
"421","Pythium acrogynum","C-ARSO2_6-19","Set_4-3","R1",4.334,54.892,72,180,0.4
"422","Pythium acrogynum","C-ARSO2_6-19","Set_4-3","R2",3.42,47.056,56,146,0.383561643835616
"423","Pythium acrogynum","C-ARSO2_6-19","Set_4-3","R3",3.406,41.26,52,156,0.333333333333333
"424","Pythium acrogynum","C-MISO2_1-11","Set_4-1","R1",7.886,62.382,76,170,0.447058823529412
"425","Pythium acrogynum","C-MISO2_1-11","Set_4-1","R2",5.17,62.808,88,178,0.49438202247191
"426","Pythium acrogynum","C-MISO2_1-11","Set_4-1","R3",5.732,49.23,56,146,0.383561643835616
"427","Pythium acrogynum","C-MISO2_1-11","Set_4-2","R1",7.108,93.146,72,154,0.467532467532468
"428","Pythium acrogynum","C-MISO2_1-11","Set_4-2","R2",7.782,89.426,70,144,0.486111111111111
"429","Pythium acrogynum","C-MISO2_1-11","Set_4-2","R3",6.242,72.984,60,140,0.428571428571429
"430","Pythium acrogynum","C-MISO2_1-11","Set_4-3","R1",3.976,42.492,46,156,0.294871794871795
"431","Pythium acrogynum","C-MISO2_1-11","Set_4-3","R2",4.196,55.832,68,154,0.441558441558442
"432","Pythium acrogynum","C-MISO2_1-11","Set_4-3","R3",5.3,66.118,76,180,0.422222222222222
"433","Pythium acrogynum","V-NDSO2_4-48","Set_4-1","R1",6.75,55.576,58,126,0.46031746031746
"434","Pythium acrogynum","V-NDSO2_4-48","Set_4-1","R2",4.728,62.424,62,136,0.455882352941176
"435","Pythium acrogynum","V-NDSO2_4-48","Set_4-1","R3",6.148,83.364,76,162,0.469135802469136
"436","Pythium acrogynum","V-NDSO2_4-48","Set_4-2","R1",4.982,58.176,58,122,0.475409836065574
"437","Pythium acrogynum","V-NDSO2_4-48","Set_4-2","R2",7.04,85.234,64,194,0.329896907216495
"438","Pythium acrogynum","V-NDSO2_4-48","Set_4-2","R3",7.264,87.61,72,154,0.467532467532468
"439","Pythium acrogynum","V-NDSO2_4-48","Set_4-3","R1",4.616,49.852,62,192,0.322916666666667
"440","Pythium acrogynum","V-NDSO2_4-48","Set_4-3","R2",1.21,13.764,28,136,0.205882352941176
"441","Pythium acrogynum","V-NDSO2_4-48","Set_4-3","R3",4.072,54.122,56,154,0.363636363636364
"442","Pythium adhaerens","NDSO_L_10-7","Set_2-1","R1",8.468,69.798,36,148,0.243243243243243
"443","Pythium adhaerens","NDSO_L_10-7","Set_2-1","R2",12.622,99.422,52,178,0.292134831460674
"444","Pythium adhaerens","NDSO_L_10-7","Set_2-1","R3",13.078,99.616,36,146,0.246575342465753
"445","Pythium adhaerens","NDSO_L_10-7","Set_2-2","R1",5.15833333333333,66.9566666666667,36,134,0.26865671641791
"446","Pythium adhaerens","NDSO_L_10-7","Set_2-2","R2",4.03,43.562,32,134,0.238805970149254
"447","Pythium adhaerens","NDSO_L_10-7","Set_2-2","R3",0.622,5.012,4,146,0.0273972602739726
"448","Pythium adhaerens","NDSO_L_10-7","Set_2-3","R1",1.332,19.12,16,126,0.126984126984127
"449","Pythium adhaerens","NDSO_L_10-7","Set_2-3","R2",8.93,103.662,88,230,0.382608695652174
"450","Pythium adhaerens","NDSO_L_10-7","Set_2-3","R3",9.6,124.508,58,168,0.345238095238095
"451","Pythium aff. diclinum","IASO_4-9","Set_4-1","R1",0.34,3.708,30,122,0.245901639344262
"452","Pythium aff. diclinum","IASO_4-9","Set_4-1","R2",0.142,0.982,4,94,0.0425531914893617
"453","Pythium aff. diclinum","IASO_4-9","Set_4-1","R3",0.423333333333333,2.67,26,116,0.224137931034483
"454","Pythium aff. diclinum","IASO_4-9","Set_4-2","R1",0,0,6,86,0.0697674418604651
"455","Pythium aff. diclinum","IASO_4-9","Set_4-2","R2",0,0,0,72,0
"456","Pythium aff. diclinum","IASO_4-9","Set_4-2","R3",0,0,22,126,0.174603174603175
"457","Pythium aff. diclinum","IASO_4-9","Set_4-3","R1",0,0,2,40,0.05
"458","Pythium aff. diclinum","IASO_4-9","Set_4-3","R2",0,0,0,38,0
"459","Pythium aff. diclinum","IASO_4-9","Set_4-3","R3",0.215,0.9,4,78,0.0512820512820513
"460","Pythium aff. diclinum","NDSO_5-2","Set_4-1","R1",0.994,12.49,20,116,0.172413793103448
"461","Pythium aff. diclinum","NDSO_5-2","Set_4-1","R2",0.142,1.474,6,50,0.12
"462","Pythium aff. diclinum","NDSO_5-2","Set_4-1","R3",0.32,8.322,22,88,0.25
"463","Pythium aff. diclinum","NDSO_5-2","Set_4-2","R1",0.938,8.822,34,116,0.293103448275862
"464","Pythium aff. diclinum","NDSO_5-2","Set_4-2","R2",0.2875,1.2975,8,66,0.121212121212121
"465","Pythium aff. diclinum","NDSO_5-2","Set_4-2","R3",0.4875,3.9825,14,84,0.166666666666667
"466","Pythium aff. diclinum","NDSO_5-2","Set_4-3","R1",0.424,3.196,16,104,0.153846153846154
"467","Pythium aff. diclinum","NDSO_5-2","Set_4-3","R2",0.5,4.086,26,110,0.236363636363636
"468","Pythium aff. diclinum","NDSO_5-2","Set_4-3","R3",1.212,12.564,30,122,0.245901639344262
"469","Pythium aff. diclinum","NDSO_5-6","Set_4-1","R1",4.538,41.588,58,132,0.439393939393939
"470","Pythium aff. diclinum","NDSO_5-6","Set_4-1","R2",6.456,54.564,80,164,0.48780487804878
"471","Pythium aff. diclinum","NDSO_5-6","Set_4-1","R3",5.568,47.51,76,168,0.452380952380952
"472","Pythium aff. diclinum","NDSO_5-6","Set_4-2","R1",4.904,65.684,50,130,0.384615384615385
"473","Pythium aff. diclinum","NDSO_5-6","Set_4-2","R2",3.842,48.18,52,166,0.313253012048193
"474","Pythium aff. diclinum","NDSO_5-6","Set_4-2","R3",5.85,65.658,66,148,0.445945945945946
"475","Pythium aff. diclinum","NDSO_5-6","Set_4-3","R1",1.356,11.078,34,148,0.22972972972973
"476","Pythium aff. diclinum","NDSO_5-6","Set_4-3","R2",4.198,52.11,60,188,0.319148936170213
"477","Pythium aff. diclinum","NDSO_5-6","Set_4-3","R3",4.6025,51.38,30,130,0.230769230769231
"478","Pythium aff. dictyosporum","IASO_4-5","Set_2-1","R1",0.212,0.878,2,90,0.0222222222222222
"479","Pythium aff. dictyosporum","IASO_4-5","Set_2-1","R2",0.146,0.552,2,98,0.0204081632653061
"480","Pythium aff. dictyosporum","IASO_4-5","Set_2-1","R3",0.136,0.61,2,72,0.0277777777777778
"481","Pythium aff. dictyosporum","IASO_4-5","Set_2-2","R1",0.111666666666667,0.453333333333333,2,94,0.0212765957446809
"482","Pythium aff. dictyosporum","IASO_4-5","Set_2-2","R2",0.175,0.605,0,138,0
"483","Pythium aff. dictyosporum","IASO_4-5","Set_2-2","R3",0.36,2.01166666666667,2,138,0.0144927536231884
"484","Pythium aff. dictyosporum","IASO_4-5","Set_2-3","R1",0.316,1.604,2,90,0.0222222222222222
"485","Pythium aff. dictyosporum","IASO_4-5","Set_2-3","R2",0.406,1.984,2,92,0.0217391304347826
"486","Pythium aff. dictyosporum","IASO_4-5","Set_2-3","R3",0.552,3.896,8,114,0.0701754385964912
"487","Pythium aff. dictyosporum","INSO_1-19B","Set_2-1","R1",5.936,51.068,34,126,0.26984126984127
"488","Pythium aff. dictyosporum","INSO_1-19B","Set_2-1","R2",4.392,39.928,24,110,0.218181818181818
"489","Pythium aff. dictyosporum","INSO_1-19B","Set_2-1","R3",3.76,36.402,36,134,0.26865671641791
"490","Pythium aff. dictyosporum","INSO_1-19B","Set_2-2","R1",2.94,30.026,34,146,0.232876712328767
